video,matcher,frame_start,frame_end,rotation_error_deg,translation_error_deg,num_matches,num_inliers,mean_reprojection_error_px
trans_t4_b,ensemble_topfrac0.2_thresh3,0,2,0.18003709255292133,35.92197865666141,363,363,13.479959280203197
trans_t4_b,ensemble_topfrac0.2_thresh3,2,3,0.06106695468987712,35.71701958743429,362,362,14.332083493185745
trans_t4_b,ensemble_topfrac0.2_thresh3,3,4,0.11218418485180905,37.6620050647141,387,387,17.13791958633563
trans_t4_b,ensemble_topfrac0.2_thresh3,4,5,0.10485973925947241,50.89018962654141,399,399,37.63709904530965
trans_t4_b,ensemble_topfrac0.2_thresh3,5,6,0.29335079772109535,29.41492966641967,374,374,18.635891796517438
trans_t4_b,ensemble_topfrac0.2_thresh3,6,7,0.12146220662733452,24.920795511858067,361,361,13.513177052459072
trans_t4_b,ensemble_topfrac0.2_thresh3,7,8,0.16997848960375575,16.254574475457275,356,356,11.639255906106117
trans_t4_b,ensemble_topfrac0.2_thresh3,8,9,0.06755163804154717,15.872177047666414,401,401,12.82248165301163
trans_t4_b,ensemble_topfrac0.2_thresh3,9,10,0.10687319076382197,15.84215437679012,427,427,17.27083016831258
trans_t4_b,ensemble_topfrac0.2_thresh3,10,11,0.12963646746305518,42.43047053691297,413,413,23.13764400977561
trans_t4_b,ensemble_topfrac0.2_thresh3,11,12,0.17571374878986767,55.1442407776092,309,309,20.9987216552391
trans_t4_b,ensemble_topfrac0.2_thresh3,12,13,0.2670196601587186,56.486489930043334,206,206,11.787937781855813
trans_t4_b,ensemble_topfrac0.2_thresh3,13,14,0.09230886271144895,49.033279944459814,143,143,2.470864708818228
trans_t4_b,ensemble_topfrac0.2_thresh3,14,15,0.11697225738688134,42.36293834850848,145,145,3.519235156819198
trans_t4_b,ensemble_topfrac0.2_thresh3,15,16,0.0,32.28831576870032,173,173,6.335579067313837
trans_t4_b,ensemble_topfrac0.2_thresh3,16,17,0.09482465604644881,32.738812474859074,220,220,18.789641795753344
trans_t4_b,ensemble_topfrac0.2_thresh3,17,18,0.025760271378484984,30.6662844802312,287,287,34.776743127592994
trans_t4_b,ensemble_topfrac0.2_thresh3,18,19,0.9631187675506755,85.80186533274774,309,309,61.2761329954441
