video,matcher,frame_start,frame_end,rotation_error_deg,translation_error_deg,num_matches,num_inliers,mean_reprojection_error_px
trans_t1_b,disk-lg,0,1,0.5406795421803675,51.64603442660774,306,306,27.860546574790586
trans_t1_b,disk-lg,1,2,0.3967730753225018,55.1085021139096,415,415,8.830848847588866
trans_t1_b,disk-lg,2,3,0.08243780373473579,57.03116530935668,473,473,7.050747300521281
trans_t1_b,disk-lg,3,4,0.0,32.72137313182123,636,636,18.08490403220086
trans_t1_b,disk-lg,4,5,0.24782573056828722,39.24288590483637,367,367,2.71977030842708
trans_t1_b,disk-lg,5,6,0.2727249550373201,36.098050056685565,293,293,18.391390181036304
trans_t1_b,disk-lg,6,7,0.6090625456429241,34.60735195160836,218,218,30.772496694420056
trans_t1_b,disk-lg,7,8,0.1473472380111298,40.34924747482455,320,320,29.708130240128344
trans_t1_b,disk-lg,8,9,0.5787546367035662,29.923866585270325,626,626,3.6305765398904972
trans_t1_b,disk-lg,9,10,0.10140475104786391,87.8394830151678,938,938,19.83696439441006
trans_t1_b,disk-lg,10,11,0.6459782417062881,64.5812225253615,874,874,10.079786343488266
trans_t1_b,disk-lg,11,12,1.1832027393391618,51.46039881799821,653,653,4.2269178395299924
trans_t1_b,disk-lg,12,13,1.3517909107974135,53.814891160640144,593,593,2.5914711372061765
trans_t1_b,disk-lg,13,14,0.2293598818581244,73.62082597815287,774,774,10.122048217956255
trans_t1_b,disk-lg,14,15,0.23055083902204132,34.349338897047275,915,915,17.52647105092948
trans_t1_b,disk-lg,15,16,0.1090873860055192,51.85819631566711,973,973,14.92512052487529
trans_t1_b,disk-lg,16,17,0.2632874577119114,38.580023484739655,860,860,11.424508776501558
trans_t1_b,disk-lg,17,18,0.31187107713579887,42.022507444641384,857,857,9.859778415824282
trans_t1_b,disk-lg,18,19,0.427629355208224,40.716101798245425,855,855,8.815439825966692
trans_t1_b,disk-lg,19,20,0.09143530342206874,45.45584693265337,840,840,11.497267345738337
trans_t1_b,disk-lg,20,21,0.1405065753783631,38.07034604211466,804,804,11.409108423419363
trans_t1_b,disk-lg,21,22,0.10552438844524517,39.762894865139494,858,858,10.772231881314287
trans_t1_b,disk-lg,22,23,0.2031403211980392,2.2885808433658723,867,867,21.150512954838447
