video,matcher,frame_start,frame_end,rotation_error_deg,translation_error_deg,num_matches,num_inliers,mean_reprojection_error_px
cecum_t3_a,ensemble_topfrac0.2_thresh1,0,1,0.06576142181452715,82.60689890126639,451,451,22.34351872275286
cecum_t3_a,ensemble_topfrac0.2_thresh1,1,2,0.10529956124667791,74.07841192269268,224,224,2.1422325305157517
cecum_t3_a,ensemble_topfrac0.2_thresh1,2,3,0.6771270804226424,65.04405113489902,132,132,16.684547194892936
cecum_t3_a,ensemble_topfrac0.2_thresh1,3,4,0.6774029585295076,67.29042070512648,103,103,30.913260694985546
cecum_t3_a,ensemble_topfrac0.2_thresh1,4,5,0.1456130581891087,68.30897140002628,137,137,24.211170742124448
cecum_t3_a,ensemble_topfrac0.2_thresh1,5,6,0.1663742370487894,67.00921589700442,228,228,2.734329632004899
cecum_t3_a,ensemble_topfrac0.2_thresh1,6,7,0.06598013476140785,70.72025190184489,362,362,18.67051695828776
cecum_t3_a,ensemble_topfrac0.2_thresh1,7,8,0.09323118932820167,43.913540163550465,211,211,5.772646447105531
cecum_t3_a,ensemble_topfrac0.2_thresh1,8,9,0.07467255581908899,43.387278156410126,144,144,25.326884949464695
cecum_t3_a,ensemble_topfrac0.2_thresh1,9,10,0.0445462086930368,26.29775798250605,415,415,14.132586776326637
cecum_t3_a,ensemble_topfrac0.2_thresh1,10,11,0.06950010569615016,16.67911126363612,351,351,16.4199948471232
cecum_t3_a,ensemble_topfrac0.2_thresh1,11,12,0.0,7.845842304630666,335,335,15.31620945337338
cecum_t3_a,ensemble_topfrac0.2_thresh1,12,13,0.04622223150475095,18.427209414806853,375,375,22.30486497280247
cecum_t3_a,ensemble_topfrac0.2_thresh1,13,15,0.07025900336483677,31.58521264176755,223,223,6.15570936173252
cecum_t3_a,ensemble_topfrac0.2_thresh1,15,16,0.023286035013204334,36.969589318712664,149,149,25.736693999210132
cecum_t3_a,ensemble_topfrac0.2_thresh1,16,17,0.08207316782131538,77.1107049589487,376,376,17.172155766915395
cecum_t3_a,ensemble_topfrac0.2_thresh1,17,18,0.24192914716151204,35.205671945082734,179,179,5.340405810988416
cecum_t3_a,ensemble_topfrac0.2_thresh1,18,19,0.4717340658066406,35.46401846946467,121,121,28.75912036660908
cecum_t3_a,ensemble_topfrac0.2_thresh1,19,20,0.4171297118713035,33.80515917913543,111,111,22.615615355060317
cecum_t3_a,ensemble_topfrac0.2_thresh1,20,21,0.32389615820176715,33.9245471592361,220,220,8.376482124758004
cecum_t3_a,ensemble_topfrac0.2_thresh1,21,22,0.08922701831537194,63.07732697848666,313,313,13.96828445124194
cecum_t3_a,ensemble_topfrac0.2_thresh1,22,23,0.10252618062782241,63.692250936134464,100,100,38.94105460317099
cecum_t3_a,ensemble_topfrac0.2_thresh1,23,24,0.13708856339524372,62.801380691991625,181,181,4.707316792900664
