video,matcher,frame_start,frame_end,rotation_error_deg,translation_error_deg,num_matches,num_inliers,mean_reprojection_error_px
cecum_t1_b,ensemble_topfrac0.7_thresh1,0,1,0.3551689435378663,67.0235565486999,529,529,19.625703144857674
cecum_t1_b,ensemble_topfrac0.7_thresh1,1,2,0.3730005741928484,61.20591640956898,465,465,25.880934964407615
cecum_t1_b,ensemble_topfrac0.7_thresh1,2,3,0.2590826080699556,63.47763279467521,496,496,18.941691467973957
cecum_t1_b,ensemble_topfrac0.7_thresh1,3,4,0.4018863098115069,74.74323651269428,744,744,5.409171344510348
cecum_t1_b,ensemble_topfrac0.7_thresh1,4,5,0.6635767386126148,33.78632855882405,503,503,19.66544225588865
cecum_t1_b,ensemble_topfrac0.7_thresh1,5,6,0.6007755281084749,30.077302570242164,458,458,29.151394795987564
cecum_t1_b,ensemble_topfrac0.7_thresh1,6,7,0.4726710994193748,36.501892977564815,529,529,23.823316260907763
cecum_t1_b,ensemble_topfrac0.7_thresh1,7,8,0.20010560375146183,45.58231020301724,821,821,6.234052560831366
cecum_t1_b,ensemble_topfrac0.7_thresh1,8,9,0.306899111460952,56.33249440151396,1371,1371,7.665112114835744
cecum_t1_b,ensemble_topfrac0.7_thresh1,9,10,0.16961610036542565,46.25976644130899,931,931,5.294271546470111
cecum_t1_b,ensemble_topfrac0.7_thresh1,10,11,0.6499874944049987,37.5405088480051,696,696,8.528283648789682
cecum_t1_b,ensemble_topfrac0.7_thresh1,11,12,0.22553029823286808,30.381909556381476,687,687,15.533971936788133
cecum_t1_b,ensemble_topfrac0.7_thresh1,12,13,0.19562409932265273,79.47942567361042,573,573,28.73955381915844
cecum_t1_b,ensemble_topfrac0.7_thresh1,13,14,0.29929926303108795,43.91822941533932,468,468,28.44018079433293
cecum_t1_b,ensemble_topfrac0.7_thresh1,14,15,0.3184333187326338,17.641047842993547,336,336,27.06169394777063
cecum_t1_b,ensemble_topfrac0.7_thresh1,15,16,0.3076955843785182,4.850605045187157,463,463,38.513778467932745
cecum_t1_b,ensemble_topfrac0.7_thresh1,16,17,0.17496551481876507,11.916502557620733,1262,1262,8.2447562220579
cecum_t1_b,ensemble_topfrac0.7_thresh1,17,18,0.11120187147613152,13.073669130328172,405,405,25.9288844846362
cecum_t1_b,ensemble_topfrac0.7_thresh1,18,19,0.7431817458146717,17.605425233485132,217,217,29.089934406185908
cecum_t1_b,ensemble_topfrac0.7_thresh1,19,20,0.2512738056145652,21.654352874913798,279,279,36.841626392166724
cecum_t1_b,ensemble_topfrac0.7_thresh1,20,21,0.34514804334728333,47.88803934506582,361,361,38.64514960701623
cecum_t1_b,ensemble_topfrac0.7_thresh1,21,22,0.5551328140214895,79.2643443671741,388,388,29.76897280309168
cecum_t1_b,ensemble_topfrac0.7_thresh1,22,23,0.44383075782038656,16.019036754794975,311,311,56.42788413582314
cecum_t1_b,ensemble_topfrac0.7_thresh1,23,24,2.0219964654598517,52.47772865101273,214,214,53.41047893474549
cecum_t1_b,ensemble_topfrac0.7_thresh1,24,25,1.1515614846720696,59.44963408326484,240,240,41.1782934414556
