video,matcher,frame_start,frame_end,rotation_error_deg,translation_error_deg,num_matches,num_inliers,mean_reprojection_error_px
trans_t2_a,ensemble_topfrac0.3_thresh5,0,1,0.19556536819981396,68.02573848596423,39,39,42.581074883480085
trans_t2_a,ensemble_topfrac0.3_thresh5,1,2,3.441761812160555,67.39612420264608,8,8,63.248264213437324
trans_t2_a,ensemble_topfrac0.3_thresh5,2,3,0.1618342911007049,58.74318042282957,77,77,39.36723042429344
trans_t2_a,ensemble_topfrac0.3_thresh5,3,4,0.0,28.613392412572644,763,763,27.90233357356748
trans_t2_a,ensemble_topfrac0.3_thresh5,4,5,0.06775192914848871,57.93692194464065,790,790,35.097527003706574
trans_t2_a,ensemble_topfrac0.3_thresh5,5,6,0.0584502772197151,81.43850567399019,805,805,33.097344917770414
