video,matcher,frame_start,frame_end,rotation_error_deg,translation_error_deg,num_matches,num_inliers,mean_reprojection_error_px
seq1,disk-lg,0,1,1.1356579571968828,90.0,537,537,0.0
seq1,disk-lg,1,5,0.824954932330284,90.0,541,541,0.0
seq1,disk-lg,5,6,3.056343475885922,90.0,476,476,0.0
seq1,disk-lg,6,9,32.00563273222669,90.0,75,75,0.0
seq1,disk-lg,9,10,1.0966890725681462,90.0,415,415,0.0
seq1,disk-lg,10,11,4.853421067983554,90.0,135,135,0.0
seq1,disk-lg,14,19,168.39700312767027,90.0,6,6,0.0
seq1,disk-lg,19,20,42.03146525018606,90.0,25,25,0.0
seq1,disk-lg,20,21,76.62661118122735,90.0,11,11,0.0
seq1,disk-lg,21,22,18.014039953348927,90.0,8,8,0.0
seq1,disk-lg,22,23,4.0236376866626715,90.0,116,116,0.0
seq1,disk-lg,25,28,11.866325173164952,90.0,34,34,0.0
seq1,disk-lg,28,32,27.479955191517654,90.0,92,92,0.0
seq1,disk-lg,33,37,11.98053652738462,90.0,169,169,0.0
seq1,disk-lg,38,39,16.90783752430002,90.0,15,15,0.0
seq1,disk-lg,46,47,10.812787762184554,90.0,50,50,0.0
seq1,disk-lg,47,48,4.0772844333718155,90.0,96,96,0.0
seq1,disk-lg,49,50,6.120603009821276,90.0,348,348,0.0
seq1,disk-lg,50,51,16.76230868421463,90.0,9,9,0.0
seq1,disk-lg,51,54,30.85524158718255,90.0,14,14,0.0
seq1,disk-lg,54,55,13.093068953659333,90.0,17,17,0.0
seq1,disk-lg,55,56,12.57034596478795,90.0,108,108,0.0
seq1,disk-lg,56,58,3.7468080457132,90.0,80,80,0.0
seq1,disk-lg,58,59,8.518474783661205,90.0,121,121,0.0
seq1,disk-lg,59,61,19.24951734352437,90.0,106,106,0.0
seq1,disk-lg,61,62,1.0892517351309354,90.0,172,172,0.0
seq1,disk-lg,62,63,13.915667176832713,90.0,196,196,0.0
seq1,disk-lg,63,65,22.25171465882708,90.0,189,189,0.0
seq1,disk-lg,65,66,16.666044056266713,90.0,183,183,0.0
seq1,disk-lg,66,67,0.8633543824232518,90.0,254,254,0.0
seq1,disk-lg,67,68,2.264266865728914,90.0,64,64,0.0
seq1,disk-lg,68,69,4.587597624468713,90.0,30,30,0.0
seq1,disk-lg,69,72,32.848601073738344,90.0,12,12,0.0
seq1,disk-lg,72,73,16.82207787730678,90.0,62,62,0.0
seq1,disk-lg,79,81,21.19038256935442,90.0,9,9,0.0
seq1,disk-lg,81,82,36.770814847590394,90.0,8,8,0.0
seq1,disk-lg,85,86,48.25021088203686,90.0,13,13,0.0
seq1,disk-lg,87,88,71.3722030966207,90.0,43,43,0.0
seq1,disk-lg,92,93,13.232243328989977,90.0,9,9,0.0
seq1,disk-lg,95,96,116.28467672459897,90.0,15,15,0.0
seq1,disk-lg,100,103,65.22787028694697,90.0,6,6,0.0
seq1,disk-lg,103,104,12.592257335139466,90.0,54,54,0.0
seq1,disk-lg,104,107,24.468763264872283,90.0,156,156,0.0
seq1,disk-lg,109,112,16.011685163919044,90.0,52,52,0.0
seq1,disk-lg,113,114,4.554788965025908,90.0,369,369,0.0
seq1,disk-lg,122,123,10.24027062407129,90.0,16,16,0.0
seq1,disk-lg,123,124,3.2226354668176382,90.0,300,300,0.0
seq1,disk-lg,124,129,15.431623630433547,90.0,348,348,0.0
seq1,disk-lg,129,130,14.247128157934082,90.0,334,334,0.0
seq1,disk-lg,130,131,27.858839958152664,90.0,26,26,0.0
seq1,disk-lg,131,132,6.259937592796051,90.0,33,33,0.0
seq1,disk-lg,133,136,15.413235105634456,90.0,85,85,0.0
seq1,disk-lg,136,138,13.057465737488345,90.0,136,136,0.0
seq1,disk-lg,138,139,5.530436923407864,90.0,288,288,0.0
seq1,disk-lg,139,140,6.2092185066526335,90.0,307,307,0.0
seq1,disk-lg,140,141,30.712097359296035,90.0,35,35,0.0
seq1,disk-lg,141,145,40.0592286683932,90.0,13,13,0.0
seq1,disk-lg,145,146,22.343527937948945,90.0,162,162,0.0
seq1,disk-lg,146,147,12.194178797095406,90.0,282,282,0.0
seq1,disk-lg,147,148,12.078006689857476,90.0,147,147,0.0
seq1,disk-lg,148,149,4.892191684565118,90.0,232,232,0.0
seq1,disk-lg,149,150,41.31793200986786,90.0,80,80,0.0
seq1,disk-lg,150,151,17.58871653477815,90.0,11,11,0.0
seq1,disk-lg,155,156,32.633698719788356,90.0,11,11,0.0
seq1,disk-lg,158,159,34.634299017036284,90.0,9,9,0.0
seq1,disk-lg,159,162,24.719645268593545,90.0,13,13,0.0
seq1,disk-lg,162,163,39.307945208811894,90.0,14,14,0.0
seq1,disk-lg,164,165,26.47531790137209,90.0,26,26,0.0
seq1,disk-lg,165,166,76.02839966937228,90.0,19,19,0.0
seq1,disk-lg,166,167,12.480190269649347,90.0,86,86,0.0
seq1,disk-lg,167,169,63.017683498806974,90.0,39,39,0.0
seq1,disk-lg,171,172,12.484964539747276,90.0,9,9,0.0
seq1,disk-lg,175,176,40.33418881021001,90.0,6,6,0.0
seq1,disk-lg,176,178,55.76835583198353,90.0,6,6,0.0
