video,matcher,frame_start,frame_end,rotation_error_deg,translation_error_deg,num_matches,num_inliers,mean_reprojection_error_px
sigmoid_t1_a,disk-lg,0,1,1.21937334189481,84.14470771716414,719,719,10.134084974441992
sigmoid_t1_a,disk-lg,1,2,0.4413255217910093,88.23016094440844,404,404,79.63244009920248
sigmoid_t1_a,disk-lg,2,3,0.3215097416134322,89.64717387983674,580,580,47.30298848590135
sigmoid_t1_a,disk-lg,3,4,0.3607076601369555,70.2349717565437,710,710,8.21193731554114
sigmoid_t1_a,disk-lg,4,5,4.690429073082996,62.25287677792652,617,617,19.499792091576904
sigmoid_t1_a,disk-lg,5,6,0.1874121659548956,63.59124754581264,558,558,13.862949208251075
sigmoid_t1_a,disk-lg,6,7,0.23066819896818425,62.93823231966102,540,540,2.144782279287508
sigmoid_t1_a,disk-lg,7,8,0.06641047202419055,77.07676997502192,621,621,23.74213629136609
sigmoid_t1_a,disk-lg,8,9,0.08242489832699926,56.13545905342311,546,546,5.0480993307026205
sigmoid_t1_a,disk-lg,9,10,4.192411024353905,60.67060676076369,499,499,15.782639624042181
sigmoid_t1_a,disk-lg,10,11,7.085149333570408,62.023216161432146,498,498,41.71819483558794
sigmoid_t1_a,disk-lg,11,12,0.228401947257566,48.518375367531284,565,565,22.589248237732786
sigmoid_t1_a,disk-lg,12,13,0.18410561291057367,42.93190659957254,707,707,7.062930558125875
sigmoid_t1_a,disk-lg,13,14,0.17741645093002037,50.41593216128503,781,781,12.157236999294378
sigmoid_t1_a,disk-lg,14,15,0.08381105878202184,82.28267234946419,729,729,8.955704303496445
sigmoid_t1_a,disk-lg,15,16,0.21473577325438273,84.86673460974748,404,404,69.75670920896978
sigmoid_t1_a,disk-lg,16,17,0.3197440518260321,83.58333265382998,188,188,80.2310506694369
sigmoid_t1_a,disk-lg,17,18,0.07002538156348599,84.67184650712727,391,391,61.036917308184066
sigmoid_t1_a,disk-lg,18,19,0.2977155733079229,77.7620304832331,776,776,4.816053341087796
sigmoid_t1_a,disk-lg,19,20,0.25913668112498744,74.53769144196768,542,542,46.19545644545985
sigmoid_t1_a,disk-lg,20,21,1.2244303457074068,17.730146616719253,818,818,12.98600179304165
sigmoid_t1_a,disk-lg,21,22,0.04241403981037054,55.54043320609253,933,933,26.51096769122054
sigmoid_t1_a,disk-lg,22,23,0.046063550537019805,28.060975528184105,1022,1022,23.936295557627503
