video,matcher,frame_start,frame_end,rotation_error_deg,translation_error_deg,num_matches,num_inliers,mean_reprojection_error_px
sigmoid_t3_b,xfeat,0,1,0.4915568308321942,79.13749505828193,192,192,3.425979177098538
sigmoid_t3_b,xfeat,1,2,0.5725913841983812,71.07814903907287,138,138,10.7182102388981
sigmoid_t3_b,xfeat,2,3,2.4983477086416657,77.71804659808514,110,110,41.744331988551096
sigmoid_t3_b,xfeat,3,4,4.672569383569163,75.52808518773195,117,117,73.0219165780487
sigmoid_t3_b,xfeat,4,5,0.7004941642219762,59.75430494552165,140,140,13.582401366652746
sigmoid_t3_b,xfeat,5,6,0.3348384836046865,59.09037707198163,194,194,7.780875911300736
sigmoid_t3_b,xfeat,6,7,0.1549217906602845,31.794975868992758,353,353,8.034110449654007
sigmoid_t3_b,xfeat,7,8,0.07545149949169738,44.251810262328284,298,298,4.424513879711321
sigmoid_t3_b,xfeat,8,9,0.3635824945056497,39.844320445625875,222,222,2.653574976960958
sigmoid_t3_b,xfeat,9,10,0.8387885481807626,60.265873100643255,273,273,2.074901715844849
sigmoid_t3_b,xfeat,10,11,0.08805960168885374,42.30148839645491,429,429,12.486543610391266
sigmoid_t3_b,xfeat,11,12,0.5169670452140478,17.008449501067997,273,273,2.461603179266617
sigmoid_t3_b,xfeat,12,13,0.8576902885306774,21.01132947611517,172,172,9.173241304800616
sigmoid_t3_b,xfeat,13,14,2.431422528738649,36.62094913348901,161,161,30.768027391241993
sigmoid_t3_b,xfeat,14,15,0.6626681357503078,31.658225783643378,160,160,16.551670068405045
sigmoid_t3_b,xfeat,15,16,0.39525370333955995,27.023387844443864,216,216,6.691543182232233
sigmoid_t3_b,xfeat,16,17,0.713885813281863,55.18507934261218,239,239,2.8420818655217923
