video,matcher,frame_start,frame_end,rotation_error_deg,translation_error_deg,num_matches,num_inliers,mean_reprojection_error_px
trans_t2_c,ensemble_topfrac0.5_thresh1,0,1,0.31329161698976604,44.11133210881796,205,205,27.085633771220685
trans_t2_c,ensemble_topfrac0.5_thresh1,1,2,0.2006615182477521,38.03994228960839,449,449,3.332847586804948
trans_t2_c,ensemble_topfrac0.5_thresh1,2,3,0.13310169007599437,82.4480847945482,555,555,3.920960740071832
trans_t2_c,ensemble_topfrac0.5_thresh1,3,4,0.9844370810416395,72.21883648515838,316,316,11.317106297821766
trans_t2_c,ensemble_topfrac0.5_thresh1,4,5,0.48057345217301967,78.95297884613086,324,324,17.92061993198568
trans_t2_c,ensemble_topfrac0.5_thresh1,5,6,0.3315346828907701,64.69289620526563,370,370,5.833122983487619
trans_t2_c,ensemble_topfrac0.5_thresh1,6,7,0.1936988124203459,69.52842898693439,686,686,9.554668214745611
